city_name,year,month,price
Haikou,2018,12,15783
Haikou,2019,1,15823
Haikou,2019,2,15532
Haikou,2019,3,15543
Haikou,2019,4,15451
Haikou,2019,5,15470
Haikou,2019,6,15472
Haikou,2019,7,15312
Haikou,2019,8,15362
Haikou,2019,9,15151
Haikou,2019,10,14972
Haikou,2019,11,14920
Haikou,2019,12,14707
Haikou,2020,1,15244
Haikou,2020,2,15426
Haikou,2020,3,15355
Haikou,2020,4,15079
Haikou,2020,5,14412
Haikou,2020,6,14246
Haikou,2020,7,15043
Haikou,2020,8,14815
Haikou,2020,9,14720
Haikou,2020,10,14558
Haikou,2020,11,14755
Haikou,2020,12,14559
Haikou,2021,1,16120
Haikou,2021,2,15838
Haikou,2021,3,15246
Haikou,2021,4,16041
Haikou,2021,5,16846
Haikou,2021,6,16563
Haikou,2021,7,17403
Haikou,2021,8,17664
Haikou,2021,9,18382
Haikou,2021,10,18785
Haikou,2021,11,18286
Haikou,2021,12,19024
Haikou,2022,1,18431
Haikou,2022,2,18940
Haikou,2022,3,18327
Haikou,2022,4,18411
Haikou,2022,5,18159
Haikou,2022,6,17719
Haikou,2022,7,18079
Haikou,2022,8,17725
Haikou,2022,9,18893
Haikou,2022,10,19059
Haikou,2022,11,19087
Haikou,2022,12,17442
Haikou,2023,1,18194
Haikou,2023,2,17989
Haikou,2023,3,17551
Haikou,2023,4,17378
Haikou,2023,5,17056
Haikou,2023,6,17302
Haikou,2023,7,17536
Haikou,2023,8,17486
Haikou,2023,9,17257
Haikou,2023,10,16973
Haikou,2023,11,16766
Haikou,2023,12,16772
Haikou,2024,1,17230
Haikou,2024,2,17077
Haikou,2024,3,17162
Haikou,2024,4,16683
Haikou,2024,5,16554
Haikou,2024,6,16348
Haikou,2024,7,16065
Haikou,2024,8,16171
Haikou,2024,9,16111
Haikou,2024,10,15636
Haikou,2024,11,15342
Haikou,2024,12,15295
Hangzhou,2015,1,16808
Hangzhou,2015,2,16495
Hangzhou,2015,3,16313
Hangzhou,2015,4,16041
Hangzhou,2015,5,16026
Hangzhou,2015,6,16241
Hangzhou,2015,7,16377
Hangzhou,2015,8,16462
Hangzhou,2015,9,16414
Hangzhou,2015,10,16195
Hangzhou,2015,11,16196
Hangzhou,2015,12,16081
Hangzhou,2016,1,17272
Hangzhou,2016,2,17553
Hangzhou,2016,3,17944
Hangzhou,2016,4,18255
Hangzhou,2016,5,18090
Hangzhou,2016,6,18132
Hangzhou,2016,7,18244
Hangzhou,2016,8,18645
Hangzhou,2016,9,19049
Hangzhou,2016,10,20693
Hangzhou,2016,11,21189
Hangzhou,2016,12,21657
Hangzhou,2017,1,23735
Hangzhou,2017,2,24224
Hangzhou,2017,3,25113
Hangzhou,2017,4,25511
Hangzhou,2017,5,25728
Hangzhou,2017,6,25545
Hangzhou,2017,7,26394
Hangzhou,2017,8,27107
Hangzhou,2017,9,27682
Hangzhou,2017,10,28263
Hangzhou,2017,11,28564
Hangzhou,2017,12,28542
Hangzhou,2018,1,29198
Hangzhou,2018,2,29425
Hangzhou,2018,3,29869
Hangzhou,2018,4,30341
Hangzhou,2018,5,30561
Hangzhou,2018,6,31164
Hangzhou,2018,7,31403
Hangzhou,2018,8,30844
Hangzhou,2018,9,30203
Hangzhou,2018,10,30720
Hangzhou,2018,11,30663
Hangzhou,2018,12,30361
Hangzhou,2019,1,30554
Hangzhou,2019,2,31204
Hangzhou,2019,3,30811
Hangzhou,2019,4,30270
Hangzhou,2019,5,30902
Hangzhou,2019,6,30231
Hangzhou,2019,7,30662
Hangzhou,2019,8,30581
Hangzhou,2019,9,30512
Hangzhou,2019,10,30703
Hangzhou,2019,11,29253
Hangzhou,2019,12,28822
Hangzhou,2020,1,30174
Hangzhou,2020,2,29757
Hangzhou,2020,3,28933
Hangzhou,2020,4,29064
Hangzhou,2020,5,28957
Hangzhou,2020,6,31137
Hangzhou,2020,7,29524
Hangzhou,2020,8,30437
Hangzhou,2020,9,31070
Hangzhou,2020,10,30902
Hangzhou,2020,11,33211
Hangzhou,2020,12,33214
Hangzhou,2021,1,32592
Hangzhou,2021,2,34000
Hangzhou,2021,3,35515
Hangzhou,2021,4,36284
Hangzhou,2021,5,35052
Hangzhou,2021,6,36533
Hangzhou,2021,7,36376
Hangzhou,2021,8,35868
Hangzhou,2021,9,39244
Hangzhou,2021,10,36381
Hangzhou,2021,11,37450
Hangzhou,2021,12,42417
Hangzhou,2022,1,37782
Hangzhou,2022,2,38560
Hangzhou,2022,3,41963
Hangzhou,2022,4,41408
Hangzhou,2022,5,39513
Hangzhou,2022,6,39262
Hangzhou,2022,7,41598
Hangzhou,2022,8,42649
Hangzhou,2022,9,42661
Hangzhou,2022,10,42278
Hangzhou,2022,11,42463
Hangzhou,2022,12,38639
Hangzhou,2023,1,42134
Hangzhou,2023,2,39321
Hangzhou,2023,3,41675
Hangzhou,2023,4,42993
Hangzhou,2023,5,41186
Hangzhou,2023,6,40838
Hangzhou,2023,7,40338
Hangzhou,2023,8,37073
Hangzhou,2023,9,37976
Hangzhou,2023,10,37000
Hangzhou,2023,11,37201
Hangzhou,2023,12,36188
Hangzhou,2024,1,37699
Hangzhou,2024,2,37444
Hangzhou,2024,3,36549
Hangzhou,2024,4,35505
Hangzhou,2024,5,35416
Hangzhou,2024,6,35196
Hangzhou,2024,7,35411
Hangzhou,2024,8,34150
Hangzhou,2024,9,34757
Hangzhou,2024,10,35255
Hangzhou,2024,11,35419
Hangzhou,2024,12,35435
Harbin,2015,1,7627
Harbin,2015,2,7256
Harbin,2015,3,7511
Harbin,2015,4,7148
Harbin,2015,5,7395
Harbin,2015,6,8385
Harbin,2015,7,9073
Harbin,2015,8,9116
Harbin,2015,9,9069
Harbin,2015,10,9061
Harbin,2015,11,9053
Harbin,2015,12,9140
Harbin,2016,1,9140
Harbin,2016,2,8805
Harbin,2016,3,10028
Harbin,2016,4,10279
Harbin,2016,5,10200
Harbin,2016,6,9403
Harbin,2016,7,9300
Harbin,2016,8,8163
Harbin,2016,9,7844
Harbin,2016,10,7741
Harbin,2016,11,7664
Harbin,2016,12,7631
Harbin,2017,1,7645
Harbin,2017,2,7615
Harbin,2017,3,7678
Harbin,2017,4,7746
Harbin,2017,5,7813
Harbin,2017,6,7869
Harbin,2017,7,7802
Harbin,2017,8,7805
Harbin,2017,9,7860
Harbin,2017,10,7926
Harbin,2017,11,8185
Harbin,2017,12,8356
Harbin,2018,1,8834
Harbin,2018,2,9025
Harbin,2018,3,9332
Harbin,2018,4,9605
Harbin,2018,5,9758
Harbin,2018,6,10064
Harbin,2018,7,10001
Harbin,2018,8,10012
Harbin,2018,9,10070
Harbin,2018,10,10251
Harbin,2018,11,10662
Harbin,2018,12,10602
Harbin,2019,1,10361
Harbin,2019,2,10483
Harbin,2019,3,10730
Harbin,2019,4,10553
Harbin,2019,5,10840
Harbin,2019,6,10713
Harbin,2019,7,10813
Harbin,2019,8,10923
Harbin,2019,9,10943
Harbin,2019,10,10953
Harbin,2019,11,10931
Harbin,2019,12,10255
Harbin,2020,1,10607
Harbin,2020,2,10097
Harbin,2020,3,10533
Harbin,2020,4,9792
Harbin,2020,5,9864
Harbin,2020,6,10904
Harbin,2020,7,11262
Harbin,2020,8,10937
Harbin,2020,9,11012
Harbin,2020,10,10473
Harbin,2020,11,10875
Harbin,2020,12,10595
Harbin,2021,1,11153
Harbin,2021,2,10554
Harbin,2021,3,9933
Harbin,2021,4,10017
Harbin,2021,5,9615
Harbin,2021,6,10221
Harbin,2021,7,9632
Harbin,2021,8,9370
Harbin,2021,9,9518
Harbin,2021,10,9586
Harbin,2021,11,10296
Harbin,2021,12,9180
Harbin,2022,1,9506
Harbin,2022,2,9709
Harbin,2022,3,9283
Harbin,2022,4,9220
Harbin,2022,5,10747
Harbin,2022,6,9342
Harbin,2022,7,10743
Harbin,2022,8,10711
Harbin,2022,9,10688
Harbin,2022,10,10550
Harbin,2022,11,10510
Harbin,2022,12,8615
Harbin,2023,1,9605
Harbin,2023,2,9658
Harbin,2023,3,9123
Harbin,2023,4,8949
Harbin,2023,5,9027
Harbin,2023,6,8987
Harbin,2023,7,9213
Harbin,2023,8,9011
Harbin,2023,9,8894
Harbin,2023,10,8841
Harbin,2023,11,8713
Harbin,2023,12,8565
Harbin,2024,1,8817
Harbin,2024,2,8829
Harbin,2024,3,8792
Harbin,2024,4,8758
Harbin,2024,5,8692
Harbin,2024,6,8676
Harbin,2024,7,8589
Harbin,2024,8,8686
Harbin,2024,9,8589
Harbin,2024,10,8581
Harbin,2024,11,8541
Harbin,2024,12,8561
Hefei,2015,1,7858
Hefei,2015,2,7786
Hefei,2015,3,7831
Hefei,2015,4,7953
Hefei,2015,5,7997
Hefei,2015,6,8031
Hefei,2015,7,8111
Hefei,2015,8,8183
Hefei,2015,9,8271
Hefei,2015,10,8284
Hefei,2015,11,8408
Hefei,2015,12,8469
Hefei,2016,1,8580
Hefei,2016,2,8742
Hefei,2016,3,9615
Hefei,2016,4,10778
Hefei,2016,5,11411
Hefei,2016,6,11967
Hefei,2016,7,12555
Hefei,2016,8,13189
Hefei,2016,9,13778
Hefei,2016,10,14577
Hefei,2016,11,14686
Hefei,2016,12,14984
Hefei,2017,1,14997
Hefei,2017,2,14926
Hefei,2017,3,14886
Hefei,2017,4,14758
Hefei,2017,5,14736
Hefei,2017,6,14712
Hefei,2017,7,14632
Hefei,2017,8,14623
Hefei,2017,9,14559
Hefei,2017,10,14462
Hefei,2017,11,14421
Hefei,2017,12,14363
Hefei,2018,1,14277
Hefei,2018,2,14345
Hefei,2018,3,14375
Hefei,2018,4,14339
Hefei,2018,5,14376
Hefei,2018,6,13854
Hefei,2018,7,13913
Hefei,2018,8,14192
Hefei,2018,9,15322
Hefei,2018,10,15521
Hefei,2018,11,15460
Hefei,2018,12,15413
Hefei,2019,1,15354
Hefei,2019,2,15333
Hefei,2019,3,15413
Hefei,2019,4,15572
Hefei,2019,5,15803
Hefei,2019,6,15712
Hefei,2019,7,15840
Hefei,2019,8,15823
Hefei,2019,9,15873
Hefei,2019,10,15713
Hefei,2019,11,15740
Hefei,2019,12,15515
Hefei,2020,1,15417
Hefei,2020,2,15623
Hefei,2020,3,15532
Hefei,2020,4,16618
Hefei,2020,5,16422
Hefei,2020,6,16455
Hefei,2020,7,15737
Hefei,2020,8,16113
Hefei,2020,9,16129
Hefei,2020,10,17082
Hefei,2020,11,16953
Hefei,2020,12,16853
Hefei,2021,1,17257
Hefei,2021,2,17913
Hefei,2021,3,16311
Hefei,2021,4,20403
Hefei,2021,5,21851
Hefei,2021,6,21256
Hefei,2021,7,19846
Hefei,2021,8,20607
Hefei,2021,9,21218
Hefei,2021,10,20668
Hefei,2021,11,19978
Hefei,2021,12,20310
Hefei,2022,1,20325
Hefei,2022,2,21317
Hefei,2022,3,21047
Hefei,2022,4,20848
Hefei,2022,5,20974
Hefei,2022,6,20197
Hefei,2022,7,21042
Hefei,2022,8,20662
Hefei,2022,9,21250
Hefei,2022,10,20821
Hefei,2022,11,20822
Hefei,2022,12,20697
Hefei,2023,1,20402
Hefei,2023,2,20519
Hefei,2023,3,20815
Hefei,2023,4,20091
Hefei,2023,5,20585
Hefei,2023,6,20467
Hefei,2023,7,20805
Hefei,2023,8,18208
Hefei,2023,9,18423
Hefei,2023,10,18702
Hefei,2023,11,18143
Hefei,2023,12,17915
Hefei,2024,1,17995
Hefei,2024,2,19119
Hefei,2024,3,17861
Hefei,2024,4,17554
Hefei,2024,5,17855
Hefei,2024,6,18327
Hefei,2024,7,17258
Hefei,2024,8,17042
Hefei,2024,9,16657
Hefei,2024,10,17881
Hefei,2024,11,16642
Hefei,2024,12,22602
Hohhot,2015,1,4872
Hohhot,2015,2,4468
Hohhot,2015,3,5850
Hohhot,2015,4,5939
Hohhot,2015,5,6064
Hohhot,2015,6,6086
Hohhot,2015,7,6533
Hohhot,2015,8,7788
Hohhot,2015,9,6740
Hohhot,2015,10,6138
Hohhot,2015,11,7035
Hohhot,2015,12,5467
Hohhot,2016,1,6518
Hohhot,2016,2,6508
Hohhot,2016,3,6461
Hohhot,2016,4,6484
Hohhot,2016,5,6481
Hohhot,2016,6,6572
Hohhot,2016,7,6552
Hohhot,2016,8,6563
Hohhot,2016,9,6571
Hohhot,2016,10,6575
Hohhot,2016,11,6617
Hohhot,2016,12,6657
Hohhot,2017,1,6799
Hohhot,2017,2,6821
Hohhot,2017,3,6857
Hohhot,2017,4,6945
Hohhot,2017,5,7080
Hohhot,2017,6,7177
Hohhot,2017,7,7263
Hohhot,2017,8,7376
Hohhot,2017,9,7538
Hohhot,2017,10,7653
Hohhot,2017,11,7782
Hohhot,2017,12,7964
Hohhot,2018,1,8439
Hohhot,2018,2,8672
Hohhot,2018,3,9006
Hohhot,2018,4,9273
Hohhot,2018,5,9414
Hohhot,2018,6,9601
Hohhot,2018,7,10174
Hohhot,2018,8,10602
Hohhot,2018,9,10953
Hohhot,2018,10,10962
Hohhot,2018,11,10980
Hohhot,2018,12,11261
Hohhot,2019,1,11540
Hohhot,2019,2,11621
Hohhot,2019,3,11451
Hohhot,2019,4,11222
Hohhot,2019,5,11352
Hohhot,2019,6,11314
Hohhot,2019,7,11482
Hohhot,2019,8,11662
Hohhot,2019,9,12230
Hohhot,2019,10,11353
Hohhot,2019,11,11441
Hohhot,2019,12,10634
Hohhot,2020,1,10999
Hohhot,2020,2,11418
Hohhot,2020,3,11260
Hohhot,2020,4,11391
Hohhot,2020,5,11780
Hohhot,2020,6,11902
Hohhot,2020,7,11372
Hohhot,2020,8,11396
Hohhot,2020,9,11698
Hohhot,2020,10,11472
Hohhot,2020,11,11076
Hohhot,2020,12,11313
Hohhot,2021,1,11301
Hohhot,2021,2,11129
Hohhot,2021,3,11718
Hohhot,2021,4,11909
Hohhot,2021,5,11839
Hohhot,2021,6,11862
Hohhot,2021,7,11136
Hohhot,2021,8,11269
Hohhot,2021,9,11704
Hohhot,2021,10,11034
Hohhot,2021,11,11247
Hohhot,2021,12,10329
Hohhot,2022,1,11263
Hohhot,2022,2,11045
Hohhot,2022,3,11469
Hohhot,2022,4,10733
Hohhot,2022,5,10767
Hohhot,2022,6,10553
Hohhot,2022,7,10965
Hohhot,2022,8,10918
Hohhot,2022,9,10924
Hohhot,2022,10,10631
Hohhot,2022,11,10858
Hohhot,2022,12,10638
Hohhot,2023,1,10735
Hohhot,2023,2,10712
Hohhot,2023,3,10524
Hohhot,2023,4,10590
Hohhot,2023,5,10352
Hohhot,2023,6,10402
Hohhot,2023,7,10321
Hohhot,2023,8,10150
Hohhot,2023,9,9894
Hohhot,2023,10,9894
Hohhot,2023,11,9787
Hohhot,2023,12,9650
Hohhot,2024,1,9714
Hohhot,2024,2,9654
Hohhot,2024,3,9678
Hohhot,2024,4,9505
Hohhot,2024,5,9411
Hohhot,2024,6,9451
Hohhot,2024,7,9424
Hohhot,2024,8,9329
Hohhot,2024,9,9271
Hohhot,2024,10,9248
Hohhot,2024,11,9136
Hohhot,2024,12,9102
Jinan,2015,1,9222
Jinan,2015,2,9146
Jinan,2015,3,9146
Jinan,2015,4,9182
Jinan,2015,5,9207
Jinan,2015,6,9247
Jinan,2015,7,9285
Jinan,2015,8,9259
Jinan,2015,9,9355
Jinan,2015,10,9381
Jinan,2015,11,9534
Jinan,2015,12,9290
Jinan,2016,1,9290
Jinan,2016,2,9368
Jinan,2016,3,9487
Jinan,2016,4,9577
Jinan,2016,5,9580
Jinan,2016,6,9767
Jinan,2016,7,9688
Jinan,2016,8,9757
Jinan,2016,9,9866
Jinan,2016,10,10499
Jinan,2016,11,11216
Jinan,2016,12,11668
Jinan,2017,1,11995
Jinan,2017,2,12119
Jinan,2017,3,12879
Jinan,2017,4,13813
Jinan,2017,5,14187
Jinan,2017,6,14638
Jinan,2017,7,14913
Jinan,2017,8,15057
Jinan,2017,9,15317
Jinan,2017,10,15535
Jinan,2017,11,15767
Jinan,2017,12,15843
Jinan,2018,1,16484
Jinan,2018,2,16730
Jinan,2018,3,17169
Jinan,2018,4,17564
Jinan,2018,5,17728
Jinan,2018,6,18174
Jinan,2018,7,18194
Jinan,2018,8,18821
Jinan,2018,9,19141
Jinan,2018,10,18952
Jinan,2018,11,18751
Jinan,2018,12,18943
Jinan,2019,1,19142
Jinan,2019,2,19381
Jinan,2019,3,18954
Jinan,2019,4,18843
Jinan,2019,5,18511
Jinan,2019,6,18413
Jinan,2019,7,18783
Jinan,2019,8,18562
Jinan,2019,9,18743
Jinan,2019,10,18514
Jinan,2019,11,18272
Jinan,2019,12,17127
Jinan,2020,1,17494
Jinan,2020,2,16272
Jinan,2020,3,16412
Jinan,2020,4,15842
Jinan,2020,5,15833
Jinan,2020,6,16191
Jinan,2020,7,15817
Jinan,2020,8,15912
Jinan,2020,9,14768
Jinan,2020,10,17611
Jinan,2020,11,15253
Jinan,2020,12,14771
Jinan,2021,1,15754
Jinan,2021,2,15920
Jinan,2021,3,15423
Jinan,2021,4,16282
Jinan,2021,5,16330
Jinan,2021,6,15659
Jinan,2021,7,16140
Jinan,2021,8,15427
Jinan,2021,9,16160
Jinan,2021,10,15825
Jinan,2021,11,15672
Jinan,2021,12,15853
Jinan,2022,1,16009
Jinan,2022,2,16401
Jinan,2022,3,15768
Jinan,2022,4,15725
Jinan,2022,5,13459
Jinan,2022,6,14337
Jinan,2022,7,16350
Jinan,2022,8,16728
Jinan,2022,9,16997
Jinan,2022,10,17759
Jinan,2022,11,17772
Jinan,2022,12,16265
Jinan,2023,1,17087
Jinan,2023,2,16915
Jinan,2023,3,16298
Jinan,2023,4,16699
Jinan,2023,5,16351
Jinan,2023,6,16536
Jinan,2023,7,16445
Jinan,2023,8,16430
Jinan,2023,9,16592
Jinan,2023,10,16369
Jinan,2023,11,16109
Jinan,2023,12,15987
Jinan,2024,1,16284
Jinan,2024,2,16251
Jinan,2024,3,16142
Jinan,2024,4,15801
Jinan,2024,5,15660
Jinan,2024,6,15754
Jinan,2024,7,15477
Jinan,2024,8,15437
Jinan,2024,9,15164
Jinan,2024,10,15198
Jinan,2024,11,15006
Jinan,2024,12,15044
Kunming,2015,1,8010
Kunming,2015,2,7989
Kunming,2015,3,7918
Kunming,2015,4,7996
Kunming,2015,5,8044
Kunming,2015,6,8030
Kunming,2015,7,8056
Kunming,2015,8,8102
Kunming,2015,9,8186
Kunming,2015,10,8240
Kunming,2015,11,8059
Kunming,2015,12,8210
Kunming,2016,1,8210
Kunming,2016,2,8213
Kunming,2016,3,8242
Kunming,2016,4,8352
Kunming,2016,5,8423
Kunming,2016,6,8399
Kunming,2016,7,8418
Kunming,2016,8,8404
Kunming,2016,9,8437
Kunming,2016,10,8415
Kunming,2016,11,8453
Kunming,2016,12,8493
Kunming,2017,1,8477
Kunming,2017,2,8559
Kunming,2017,3,8651
Kunming,2017,4,8740
Kunming,2017,5,8849
Kunming,2017,6,9023
Kunming,2017,7,9125
Kunming,2017,8,9298
Kunming,2017,9,9470
Kunming,2017,10,9573
Kunming,2017,11,9668
Kunming,2017,12,9780
Kunming,2018,1,10056
Kunming,2018,2,10152
Kunming,2018,3,10286
Kunming,2018,4,10436
Kunming,2018,5,10706
Kunming,2018,6,10453
Kunming,2018,7,10894
Kunming,2018,8,10903
Kunming,2018,9,12132
Kunming,2018,10,12622
Kunming,2018,11,12611
Kunming,2018,12,12501
Kunming,2019,1,12570
Kunming,2019,2,12654
Kunming,2019,3,12601
Kunming,2019,4,12803
Kunming,2019,5,12782
Kunming,2019,6,12821
Kunming,2019,7,12722
Kunming,2019,8,12880
Kunming,2019,9,13113
Kunming,2019,10,13140
Kunming,2019,11,13213
Kunming,2019,12,13439
Kunming,2020,1,13551
Kunming,2020,2,13724
Kunming,2020,3,13682
Kunming,2020,4,13454
Kunming,2020,5,13979
Kunming,2020,6,13622
Kunming,2020,7,13855
Kunming,2020,8,13419
Kunming,2020,9,13953
Kunming,2020,10,13753
Kunming,2020,11,13371
Kunming,2020,12,14547
Kunming,2021,1,13545
Kunming,2021,2,13640
Kunming,2021,3,13545
Kunming,2021,4,14295
Kunming,2021,5,14465
Kunming,2021,6,14066
Kunming,2021,7,13571
Kunming,2021,8,13504
Kunming,2021,9,14478
Kunming,2021,10,14386
Kunming,2021,11,14431
Kunming,2021,12,14011
Kunming,2022,1,13831
Kunming,2022,2,14038
Kunming,2022,3,13809
Kunming,2022,4,13814
Kunming,2022,5,13937
Kunming,2022,6,13709
Kunming,2022,7,13969
Kunming,2022,8,13841
Kunming,2022,9,13763
Kunming,2022,10,13625
Kunming,2022,11,13438
Kunming,2022,12,13451
Kunming,2023,1,13568
Kunming,2023,2,13636
Kunming,2023,3,13477
Kunming,2023,4,13315
Kunming,2023,5,13058
Kunming,2023,6,13282
Kunming,2023,7,13039
Kunming,2023,8,12731
Kunming,2023,9,12705
Kunming,2023,10,12534
Kunming,2023,11,12494
Kunming,2023,12,12673
Kunming,2024,1,12270
Kunming,2024,2,12080
Kunming,2024,3,12061
Kunming,2024,4,11969
Kunming,2024,5,11820
Kunming,2024,6,11701
Kunming,2024,7,11603
Kunming,2024,8,11570
Kunming,2024,9,11478
Kunming,2024,10,11313
Kunming,2024,11,11302
Kunming,2024,12,11203
Lanzhou,2015,1,8859
Lanzhou,2015,2,8771
Lanzhou,2015,3,8332
Lanzhou,2015,4,8241
Lanzhou,2015,5,8166
Lanzhou,2015,6,8357
Lanzhou,2015,7,8709
Lanzhou,2015,8,8667
Lanzhou,2015,9,8701
Lanzhou,2015,10,8685
Lanzhou,2015,11,8593
Lanzhou,2015,12,8473
Lanzhou,2016,1,8473
Lanzhou,2016,2,8508
Lanzhou,2016,3,8582
Lanzhou,2016,4,8806
Lanzhou,2016,5,8844
Lanzhou,2016,6,8821
Lanzhou,2016,7,8813
Lanzhou,2016,8,8870
Lanzhou,2016,9,8810
Lanzhou,2016,10,8693
Lanzhou,2016,11,8943
Lanzhou,2016,12,9023
Lanzhou,2017,1,9369
Lanzhou,2017,2,9451
Lanzhou,2017,3,9470
Lanzhou,2017,4,9576
Lanzhou,2017,5,9633
Lanzhou,2017,6,9721
Lanzhou,2017,7,9842
Lanzhou,2017,8,9989
Lanzhou,2017,9,9924
Lanzhou,2017,10,9852
Lanzhou,2017,11,9960
Lanzhou,2017,12,9998
Lanzhou,2018,1,10094
Lanzhou,2018,2,10170
Lanzhou,2018,3,10291
Lanzhou,2018,4,10356
Lanzhou,2018,5,10364
Lanzhou,2018,6,10371
Lanzhou,2018,7,10674
Lanzhou,2018,8,10842
Lanzhou,2018,9,10954
Lanzhou,2018,10,11110
Lanzhou,2018,11,11383
Lanzhou,2018,12,11410
Lanzhou,2019,1,11623
Lanzhou,2019,2,11652
Lanzhou,2019,3,11811
Lanzhou,2019,4,11882
Lanzhou,2019,5,11901
Lanzhou,2019,6,11913
Lanzhou,2019,7,12280
Lanzhou,2019,8,12253
Lanzhou,2019,9,12262
Lanzhou,2019,10,12362
Lanzhou,2019,11,12342
Lanzhou,2019,12,12382
Lanzhou,2020,1,12056
Lanzhou,2020,2,12678
Lanzhou,2020,3,12614
Lanzhou,2020,4,12385
Lanzhou,2020,5,12319
Lanzhou,2020,6,12966
Lanzhou,2020,7,13139
Lanzhou,2020,8,12471
Lanzhou,2020,9,13204
Lanzhou,2020,10,12482
Lanzhou,2020,11,12605
Lanzhou,2020,12,12527
Lanzhou,2021,1,13046
Lanzhou,2021,2,12711
Lanzhou,2021,3,13442
Lanzhou,2021,4,12912
Lanzhou,2021,5,12917
Lanzhou,2021,6,13179
Lanzhou,2021,7,12602
Lanzhou,2021,8,12447
Lanzhou,2021,9,12902
Lanzhou,2021,10,12370
Lanzhou,2021,11,10679
Lanzhou,2021,12,12033
Lanzhou,2022,1,11778
Lanzhou,2022,2,12348
Lanzhou,2022,3,12377
Lanzhou,2022,4,12588
Lanzhou,2022,5,12228
Lanzhou,2022,6,12164
Lanzhou,2022,7,11936
Lanzhou,2022,8,12575
Lanzhou,2022,9,11975
Lanzhou,2022,10,12077
Lanzhou,2022,11,12211
Lanzhou,2022,12,11775
Lanzhou,2023,1,12155
Lanzhou,2023,2,12003
Lanzhou,2023,3,12002
Lanzhou,2023,4,11927
Lanzhou,2023,5,11890
Lanzhou,2023,6,11725
Lanzhou,2023,7,11532
Lanzhou,2023,8,11354
Lanzhou,2023,9,11319
Lanzhou,2023,10,11300
Lanzhou,2023,11,11063
Lanzhou,2023,12,10950
Lanzhou,2024,1,10936
Lanzhou,2024,2,10854
Lanzhou,2024,3,10843
Lanzhou,2024,4,10800
Lanzhou,2024,5,10598
Lanzhou,2024,6,10333
Lanzhou,2024,7,10262
Lanzhou,2024,8,10181
Lanzhou,2024,9,10170
Lanzhou,2024,10,10041
Lanzhou,2024,11,10104
Lanzhou,2024,12,9943
Lhasa,2015,4,6594
Lhasa,2015,5,6687
Lhasa,2015,6,6935
Lhasa,2015,7,6960
Lhasa,2015,8,6918
Lhasa,2015,9,7174
Lhasa,2015,10,7098
Lhasa,2015,11,5985
Lhasa,2015,12,6170
Lhasa,2016,1,6640
Lhasa,2016,2,6711
Lhasa,2016,3,6926
Lhasa,2016,4,7108
Lhasa,2016,5,7142
Lhasa,2016,6,7341
Lhasa,2016,7,7574
Lhasa,2016,8,7476
Lhasa,2016,9,7407
Lhasa,2016,10,7619
Lhasa,2016,11,7663
Lhasa,2016,12,7616
Lhasa,2017,1,7689
Lhasa,2017,2,7672
Lhasa,2017,3,7947
Lhasa,2017,4,8299
Lhasa,2017,5,8418
Lhasa,2017,6,8221
Lhasa,2017,7,8650
Lhasa,2017,8,9087
Lhasa,2017,9,8884
Lhasa,2017,10,8837
Lhasa,2017,11,9179
Lhasa,2017,12,9182
Lhasa,2018,1,9371
Lhasa,2018,2,9532
Lhasa,2018,3,9727
Lhasa,2018,4,9967
Lhasa,2018,5,10099
Lhasa,2018,6,10013
Lhasa,2018,7,10002
Lhasa,2018,8,10604
Lhasa,2018,9,10583
Lhasa,2018,10,10651
Lhasa,2018,11,10771
Lhasa,2018,12,10753
Lhasa,2019,1,10654
Lhasa,2019,2,10621
Lhasa,2019,3,10814
Lhasa,2019,4,10973
Lhasa,2019,5,10862
Lhasa,2019,6,11170
Lhasa,2019,7,11353
Lhasa,2019,8,11410
Lhasa,2019,9,11520
Lhasa,2019,10,11501
Lhasa,2019,11,11671
Lhasa,2019,12,10898
Lhasa,2020,1,11001
Lhasa,2020,2,11687
Lhasa,2020,3,11789
Lhasa,2020,4,11483
Lhasa,2020,5,11694
Lhasa,2020,6,11336
Lhasa,2020,7,11713
Lhasa,2020,8,11478
Lhasa,2020,9,11793
Lhasa,2020,10,11869
Lhasa,2020,11,11825
Lhasa,2020,12,12264
Lhasa,2021,1,11785
Lhasa,2021,2,11727
Lhasa,2021,3,11101
Lhasa,2021,4,11398
Lhasa,2021,5,12268
Lhasa,2021,6,11870
Lhasa,2021,7,11552
Lhasa,2021,8,11569
Lhasa,2021,9,12482
Lhasa,2021,10,11385
Lhasa,2021,11,11399
Lhasa,2021,12,11223
Lhasa,2022,1,11359
Lhasa,2022,2,12080
Lhasa,2022,3,11730
Lhasa,2022,4,12064
Lhasa,2022,5,11901
Lhasa,2022,6,11565
Lhasa,2022,7,11241
Lhasa,2022,8,11335
Lhasa,2022,9,11268
Lhasa,2022,10,11715
Lhasa,2022,11,11374
Lhasa,2022,12,11116
Lhasa,2023,1,11471
Lhasa,2023,2,11545
Lhasa,2023,3,11525
Lhasa,2023,4,11286
Lhasa,2023,5,10676
Lhasa,2023,6,10515
Lhasa,2023,7,11132
Lhasa,2023,8,11692
Lhasa,2023,9,11483
Lhasa,2023,10,11538
Lhasa,2023,11,11732
Lhasa,2023,12,11812
Lhasa,2024,1,11459
Lhasa,2024,2,11427
Lhasa,2024,3,11253
